Trial-ID,Status,Iteration,decay,dense_units,dropout,learning_rate,lstm_units,Objective
24,COMPLETED,4,4.0115053376715927e-07,153,0.06407262735805896,0.0003961175814529049,148,0.009912870824337006
25,INTERMEDIATE,0,1.1303694460386327e-06,92,0.1558196566459859,0.0988292977913406,181,
25,INTERMEDIATE,1,1.1303694460386327e-06,92,0.1558196566459859,0.0988292977913406,181,
25,INTERMEDIATE,2,1.1303694460386327e-06,92,0.1558196566459859,0.0988292977913406,181,
25,INTERMEDIATE,3,1.1303694460386327e-06,92,0.1558196566459859,0.0988292977913406,181,
25,INTERMEDIATE,4,1.1303694460386327e-06,92,0.1558196566459859,0.0988292977913406,181,
26,INTERMEDIATE,0,0.000535385169032204,152,0.03385596239538735,0.0003313079102276241,184,0.019164854660630226
26,INTERMEDIATE,1,0.000535385169032204,152,0.03385596239538735,0.0003313079102276241,184,0.012136188335716724
26,INTERMEDIATE,2,0.000535385169032204,152,0.03385596239538735,0.0003313079102276241,184,0.009723378345370293
26,INTERMEDIATE,3,0.000535385169032204,152,0.03385596239538735,0.0003313079102276241,184,0.010156629607081413
26,INTERMEDIATE,4,0.000535385169032204,152,0.03385596239538735,0.0003313079102276241,184,0.008308636955916882
26,COMPLETED,4,0.000535385169032204,152,0.03385596239538735,0.0003313079102276241,184,0.008308636955916882
27,INTERMEDIATE,0,0.006911054830478177,72,0.15729118278313492,0.059968676595201574,58,
27,INTERMEDIATE,1,0.006911054830478177,72,0.15729118278313492,0.059968676595201574,58,
27,INTERMEDIATE,2,0.006911054830478177,72,0.15729118278313492,0.059968676595201574,58,
27,INTERMEDIATE,3,0.006911054830478177,72,0.15729118278313492,0.059968676595201574,58,
27,INTERMEDIATE,4,0.006911054830478177,72,0.15729118278313492,0.059968676595201574,58,
28,INTERMEDIATE,0,6.264935420351919e-07,189,0.1861894243184805,0.00031017462337733595,134,0.016151398420333862
28,INTERMEDIATE,1,6.264935420351919e-07,189,0.1861894243184805,0.00031017462337733595,134,0.012510806322097778
28,INTERMEDIATE,2,6.264935420351919e-07,189,0.1861894243184805,0.00031017462337733595,134,0.011195477098226547
28,INTERMEDIATE,3,6.264935420351919e-07,189,0.1861894243184805,0.00031017462337733595,134,0.009889685548841953
28,INTERMEDIATE,4,6.264935420351919e-07,189,0.1861894243184805,0.00031017462337733595,134,0.010088798590004444
28,COMPLETED,4,6.264935420351919e-07,189,0.1861894243184805,0.00031017462337733595,134,0.009889685548841953
29,INTERMEDIATE,0,0.0005340236725258153,113,0.4190137142662824,0.024259840138235577,136,
29,INTERMEDIATE,1,0.0005340236725258153,113,0.4190137142662824,0.024259840138235577,136,
29,INTERMEDIATE,2,0.0005340236725258153,113,0.4190137142662824,0.024259840138235577,136,
29,INTERMEDIATE,3,0.0005340236725258153,113,0.4190137142662824,0.024259840138235577,136,
29,INTERMEDIATE,4,0.0005340236725258153,113,0.4190137142662824,0.024259840138235577,136,
30,INTERMEDIATE,0,2.260412432532657e-06,199,0.2743047113141598,0.002819213971055985,92,0.019018011167645454
30,INTERMEDIATE,1,2.260412432532657e-06,199,0.2743047113141598,0.002819213971055985,92,0.014200921170413494
30,INTERMEDIATE,2,2.260412432532657e-06,199,0.2743047113141598,0.002819213971055985,92,0.01131683774292469
30,INTERMEDIATE,3,2.260412432532657e-06,199,0.2743047113141598,0.002819213971055985,92,0.011617165990173817
30,INTERMEDIATE,4,2.260412432532657e-06,199,0.2743047113141598,0.002819213971055985,92,0.010601378045976162
30,COMPLETED,4,2.260412432532657e-06,199,0.2743047113141598,0.002819213971055985,92,0.010601378045976162
31,INTERMEDIATE,0,2.42074505278657e-05,99,0.18372572104164792,0.00010426761137162686,189,0.022207660600543022
31,INTERMEDIATE,1,2.42074505278657e-05,99,0.18372572104164792,0.00010426761137162686,189,0.021356578916311264
31,INTERMEDIATE,2,2.42074505278657e-05,99,0.18372572104164792,0.00010426761137162686,189,0.014121467247605324
31,INTERMEDIATE,3,2.42074505278657e-05,99,0.18372572104164792,0.00010426761137162686,189,0.013394305482506752
31,INTERMEDIATE,4,2.42074505278657e-05,99,0.18372572104164792,0.00010426761137162686,189,0.012572315521538258
31,COMPLETED,4,2.42074505278657e-05,99,0.18372572104164792,0.00010426761137162686,189,0.012572315521538258
32,INTERMEDIATE,0,6.609146592053657e-07,52,0.014720380317467807,0.00018482314153540227,167,0.03635253384709358
32,INTERMEDIATE,1,6.609146592053657e-07,52,0.014720380317467807,0.00018482314153540227,167,0.012860388495028019
32,INTERMEDIATE,2,6.609146592053657e-07,52,0.014720380317467807,0.00018482314153540227,167,0.012242525815963745
32,INTERMEDIATE,3,6.609146592053657e-07,52,0.014720380317467807,0.00018482314153540227,167,0.01093366090208292
32,INTERMEDIATE,4,6.609146592053657e-07,52,0.014720380317467807,0.00018482314153540227,167,0.00984569638967514
32,COMPLETED,4,6.609146592053657e-07,52,0.014720380317467807,0.00018482314153540227,167,0.00984569638967514
33,INTERMEDIATE,0,8.178139478814517e-07,56,0.23887621403820514,0.001606363459937816,159,0.014677358791232109
33,INTERMEDIATE,1,8.178139478814517e-07,56,0.23887621403820514,0.001606363459937816,159,0.01199100911617279
33,INTERMEDIATE,2,8.178139478814517e-07,56,0.23887621403820514,0.001606363459937816,159,0.01111991424113512
33,INTERMEDIATE,3,8.178139478814517e-07,56,0.23887621403820514,0.001606363459937816,159,0.01027223002165556
33,INTERMEDIATE,4,8.178139478814517e-07,56,0.23887621403820514,0.001606363459937816,159,0.010970099829137325
33,COMPLETED,4,8.178139478814517e-07,56,0.23887621403820514,0.001606363459937816,159,0.01027223002165556
34,INTERMEDIATE,0,1.7379486296344974e-07,198,0.013929174190216942,0.0002278918289450004,129,0.017330113798379898
34,INTERMEDIATE,1,1.7379486296344974e-07,198,0.013929174190216942,0.0002278918289450004,129,0.011912896297872066
34,INTERMEDIATE,2,1.7379486296344974e-07,198,0.013929174190216942,0.0002278918289450004,129,0.01052698865532875
34,INTERMEDIATE,3,1.7379486296344974e-07,198,0.013929174190216942,0.0002278918289450004,129,0.010240551084280014
34,INTERMEDIATE,4,1.7379486296344974e-07,198,0.013929174190216942,0.0002278918289450004,129,0.009104677475988865
34,COMPLETED,4,1.7379486296344974e-07,198,0.013929174190216942,0.0002278918289450004,129,0.009104677475988865
35,INTERMEDIATE,0,9.367534851254735e-07,87,0.015138724961557937,0.00034097180464593216,189,0.016962604597210884
35,INTERMEDIATE,1,9.367534851254735e-07,87,0.015138724961557937,0.00034097180464593216,189,0.012363450601696968
35,INTERMEDIATE,2,9.367534851254735e-07,87,0.015138724961557937,0.00034097180464593216,189,0.01059088483452797
35,INTERMEDIATE,3,9.367534851254735e-07,87,0.015138724961557937,0.00034097180464593216,189,0.010597052983939648
35,INTERMEDIATE,4,9.367534851254735e-07,87,0.015138724961557937,0.00034097180464593216,189,0.008994176052510738
35,COMPLETED,4,9.367534851254735e-07,87,0.015138724961557937,0.00034097180464593216,189,0.008994176052510738
36,INTERMEDIATE,0,3.8646476518025914e-05,121,0.47641887416319567,0.031449520842345584,87,0.0356723926961422
36,INTERMEDIATE,1,3.8646476518025914e-05,121,0.47641887416319567,0.031449520842345584,87,0.3143976926803589
36,INTERMEDIATE,2,3.8646476518025914e-05,121,0.47641887416319567,0.031449520842345584,87,0.03766021877527237
36,INTERMEDIATE,3,3.8646476518025914e-05,121,0.47641887416319567,0.031449520842345584,87,0.03714708238840103
36,INTERMEDIATE,4,3.8646476518025914e-05,121,0.47641887416319567,0.031449520842345584,87,0.03648729249835014
36,COMPLETED,4,3.8646476518025914e-05,121,0.47641887416319567,0.031449520842345584,87,0.0356723926961422
37,INTERMEDIATE,0,0.0001262655069947253,125,0.2756439519753022,0.05085705146296891,62,
37,INTERMEDIATE,1,0.0001262655069947253,125,0.2756439519753022,0.05085705146296891,62,
37,INTERMEDIATE,2,0.0001262655069947253,125,0.2756439519753022,0.05085705146296891,62,
37,INTERMEDIATE,3,0.0001262655069947253,125,0.2756439519753022,0.05085705146296891,62,
37,INTERMEDIATE,4,0.0001262655069947253,125,0.2756439519753022,0.05085705146296891,62,
38,INTERMEDIATE,0,6.882044447984596e-06,111,0.25558260268228555,0.0024536803911776326,188,0.022544309496879578
38,INTERMEDIATE,1,6.882044447984596e-06,111,0.25558260268228555,0.0024536803911776326,188,0.011196506209671497
38,INTERMEDIATE,2,6.882044447984596e-06,111,0.25558260268228555,0.0024536803911776326,188,0.011421361938118935
38,INTERMEDIATE,3,6.882044447984596e-06,111,0.25558260268228555,0.0024536803911776326,188,0.010611377656459808
38,INTERMEDIATE,4,6.882044447984596e-06,111,0.25558260268228555,0.0024536803911776326,188,0.010232025757431984
38,COMPLETED,4,6.882044447984596e-06,111,0.25558260268228555,0.0024536803911776326,188,0.010232025757431984
39,INTERMEDIATE,0,0.00376573383592093,185,0.13445623050287142,0.021567677312760856,140,0.46996939182281494
39,INTERMEDIATE,1,0.00376573383592093,185,0.13445623050287142,0.021567677312760856,140,0.4699654281139374
39,INTERMEDIATE,2,0.00376573383592093,185,0.13445623050287142,0.021567677312760856,140,0.46996256709098816
39,INTERMEDIATE,3,0.00376573383592093,185,0.13445623050287142,0.021567677312760856,140,0.46996009349823
39,INTERMEDIATE,4,0.00376573383592093,185,0.13445623050287142,0.021567677312760856,140,0.4699566066265106
39,COMPLETED,4,0.00376573383592093,185,0.13445623050287142,0.021567677312760856,140,0.4699566066265106
40,INTERMEDIATE,0,3.990899722717039e-06,153,0.4930026660287801,0.0011935304454667697,195,0.015487291850149632
40,INTERMEDIATE,1,3.990899722717039e-06,153,0.4930026660287801,0.0011935304454667697,195,0.010615218430757523
40,INTERMEDIATE,2,3.990899722717039e-06,153,0.4930026660287801,0.0011935304454667697,195,0.013466342352330685
40,INTERMEDIATE,3,3.990899722717039e-06,153,0.4930026660287801,0.0011935304454667697,195,0.009995709173381329
40,INTERMEDIATE,4,3.990899722717039e-06,153,0.4930026660287801,0.0011935304454667697,195,0.009194895625114441
40,COMPLETED,4,3.990899722717039e-06,153,0.4930026660287801,0.0011935304454667697,195,0.009194895625114441
41,INTERMEDIATE,0,3.591324515678747e-06,85,0.32279060407479704,0.001915864339362599,117,0.011748403310775757
41,INTERMEDIATE,1,3.591324515678747e-06,85,0.32279060407479704,0.001915864339362599,117,0.009932332672178745
41,INTERMEDIATE,2,3.591324515678747e-06,85,0.32279060407479704,0.001915864339362599,117,0.010212157852947712
41,INTERMEDIATE,3,3.591324515678747e-06,85,0.32279060407479704,0.001915864339362599,117,0.009300969541072845
41,INTERMEDIATE,4,3.591324515678747e-06,85,0.32279060407479704,0.001915864339362599,117,0.00883632805198431
41,COMPLETED,4,3.591324515678747e-06,85,0.32279060407479704,0.001915864339362599,117,0.00883632805198431
42,INTERMEDIATE,0,1.0181521778394522e-05,166,0.3021873731419755,0.0007106772074902103,153,0.014502202160656452
42,INTERMEDIATE,1,1.0181521778394522e-05,166,0.3021873731419755,0.0007106772074902103,153,0.010736753232777119
42,INTERMEDIATE,2,1.0181521778394522e-05,166,0.3021873731419755,0.0007106772074902103,153,0.009794168174266815
42,INTERMEDIATE,3,1.0181521778394522e-05,166,0.3021873731419755,0.0007106772074902103,153,0.009271510876715183
42,INTERMEDIATE,4,1.0181521778394522e-05,166,0.3021873731419755,0.0007106772074902103,153,0.00942271389067173
42,COMPLETED,4,1.0181521778394522e-05,166,0.3021873731419755,0.0007106772074902103,153,0.009271510876715183
43,INTERMEDIATE,0,0.0011592821907133568,137,0.07089757336207658,0.005032030085099265,147,0.018313772976398468
43,INTERMEDIATE,1,0.0011592821907133568,137,0.07089757336207658,0.005032030085099265,147,0.01368648000061512
43,INTERMEDIATE,2,0.0011592821907133568,137,0.07089757336207658,0.005032030085099265,147,0.01704295538365841
43,INTERMEDIATE,3,0.0011592821907133568,137,0.07089757336207658,0.005032030085099265,147,0.013945079408586025
43,INTERMEDIATE,4,0.0011592821907133568,137,0.07089757336207658,0.005032030085099265,147,0.012040271423757076
43,COMPLETED,4,0.0011592821907133568,137,0.07089757336207658,0.005032030085099265,147,0.012040271423757076
44,INTERMEDIATE,0,6.584849419012138e-07,107,0.36915705455526276,0.0034953667104235305,53,0.016337694600224495
44,INTERMEDIATE,1,6.584849419012138e-07,107,0.36915705455526276,0.0034953667104235305,53,0.013303101062774658
44,INTERMEDIATE,2,6.584849419012138e-07,107,0.36915705455526276,0.0034953667104235305,53,0.012473399750888348
44,INTERMEDIATE,3,6.584849419012138e-07,107,0.36915705455526276,0.0034953667104235305,53,0.011087711900472641
44,INTERMEDIATE,4,6.584849419012138e-07,107,0.36915705455526276,0.0034953667104235305,53,0.01064587663859129
44,COMPLETED,4,6.584849419012138e-07,107,0.36915705455526276,0.0034953667104235305,53,0.01064587663859129
45,INTERMEDIATE,0,3.229351912513156e-05,119,0.14037470433761107,0.0016615019535037151,149,0.014224975369870663
45,INTERMEDIATE,1,3.229351912513156e-05,119,0.14037470433761107,0.0016615019535037151,149,0.011584674939513206
45,INTERMEDIATE,2,3.229351912513156e-05,119,0.14037470433761107,0.0016615019535037151,149,0.009933063760399818
45,INTERMEDIATE,3,3.229351912513156e-05,119,0.14037470433761107,0.0016615019535037151,149,0.00964596588164568
45,INTERMEDIATE,4,3.229351912513156e-05,119,0.14037470433761107,0.0016615019535037151,149,0.008920792490243912
45,COMPLETED,4,3.229351912513156e-05,119,0.14037470433761107,0.0016615019535037151,149,0.008920792490243912
46,INTERMEDIATE,0,4.989006562328871e-06,110,0.41345109028680904,0.052726586376008994,70,
46,INTERMEDIATE,1,4.989006562328871e-06,110,0.41345109028680904,0.052726586376008994,70,
46,INTERMEDIATE,2,4.989006562328871e-06,110,0.41345109028680904,0.052726586376008994,70,
46,INTERMEDIATE,3,4.989006562328871e-06,110,0.41345109028680904,0.052726586376008994,70,
46,INTERMEDIATE,4,4.989006562328871e-06,110,0.41345109028680904,0.052726586376008994,70,
47,INTERMEDIATE,0,0.0005138070620481938,71,0.41176673752757503,0.00017210920236176449,133,0.0320572555065155
47,INTERMEDIATE,1,0.0005138070620481938,71,0.41176673752757503,0.00017210920236176449,133,0.018026869744062424
47,INTERMEDIATE,2,0.0005138070620481938,71,0.41176673752757503,0.00017210920236176449,133,0.01442628726363182
47,INTERMEDIATE,3,0.0005138070620481938,71,0.41176673752757503,0.00017210920236176449,133,0.012859009206295013
47,INTERMEDIATE,4,0.0005138070620481938,71,0.41176673752757503,0.00017210920236176449,133,0.012540830299258232
47,COMPLETED,4,0.0005138070620481938,71,0.41176673752757503,0.00017210920236176449,133,0.012540830299258232
48,INTERMEDIATE,0,0.0025487569072053552,158,0.12001627474509047,0.06996243814996513,189,
48,INTERMEDIATE,1,0.0025487569072053552,158,0.12001627474509047,0.06996243814996513,189,
48,INTERMEDIATE,2,0.0025487569072053552,158,0.12001627474509047,0.06996243814996513,189,
48,INTERMEDIATE,3,0.0025487569072053552,158,0.12001627474509047,0.06996243814996513,189,
48,INTERMEDIATE,4,0.0025487569072053552,158,0.12001627474509047,0.06996243814996513,189,
49,INTERMEDIATE,0,2.9046606722237924e-07,118,0.1862017961819813,0.0012675197526131555,128,0.02124844118952751
49,INTERMEDIATE,1,2.9046606722237924e-07,118,0.1862017961819813,0.0012675197526131555,128,0.012028750032186508
49,INTERMEDIATE,2,2.9046606722237924e-07,118,0.1862017961819813,0.0012675197526131555,128,0.011181517504155636
49,INTERMEDIATE,3,2.9046606722237924e-07,118,0.1862017961819813,0.0012675197526131555,128,0.009856089949607849
49,INTERMEDIATE,4,2.9046606722237924e-07,118,0.1862017961819813,0.0012675197526131555,128,0.008953467942774296
49,COMPLETED,4,2.9046606722237924e-07,118,0.1862017961819813,0.0012675197526131555,128,0.008953467942774296
